code	option	question	Id
784	KIMPOWER	Q6_1	936
786	TCBEST	Q6_1	937
787	KING CAT	Q6_1	938
788	LANGE	Q6_1	939
789	ASIACELL	Q6_1	940
790	BTY	Q6_1	941
791	风中神火	Q6_1	942
792	EREFR	Q6_1	943
793	DBGOLD	Q6_1	944
794	AIKAIINE	Q6_1	945
795	HILELL	Q6_1	946
796	TREATCELL	Q6_1	947
797	TCBEST	Q6_1	948
798	PENBXAMIG	Q6_1	949
799	SUPER LEDAND	Q6_1	950
800	LARDE	Q6_1	951
801	ALKAUSK	Q6_1	952
802	SULISON	Q6_1	953
803	EHMEO	Q6_1	954
804	GREENERGR	Q6_1	955
805	LEGION	Q6_1	956
806	VESSON	Q6_1	957
807	ACQ	Q6_1	958
808	VESSOV	Q6_1	959
809	TTCELL	Q6_1	960
810	DENCHEN	Q6_1	961
811	INUSTTRIIDL	Q6_1	962
812	LUSTE	Q6_1	963
813	SUTFIRE	Q6_1	964
814	PKXS	Q6_1	965
815	YTL	Q6_1	966
816	QIANG FA	Q6_1	967
817	格瑞普	Q6_1	968
818	宝立来	Q6_1	969
819	JAKAR	Q6_1	970
820	LOLOTOO	Q6_1	971
821	迈科	Q6_1	972
822	诺雷	Q6_1	973
823	DRIPPY	Q6_1	974
824	FULLLWIV	Q6_1	975
825	澳力氏	Q6_1	976
826	POWER FLASH	Q6_1	977
827	记忆	Q6_1	978
828	GARRIER	Q6_1	979
829	DOUBLEGOLD	Q6_1	980
830	FRIENDSHIP	Q6_1	981
831	ROSDENTON	Q6_1	982
832	力可兴	Q6_1	983
833	SHANJIN	Q6_1	984
834	TOFEAFE	Q6_1	985
835	ALARMCELL	Q6_1	986
836	INJUSTRIAL	Q6_1	987
837	QL	Q6_1	988
838	亚力王	Q6_1	989
839	DRAGON HAWK	Q6_1	990
840	BLTC	Q6_1	991
841	EYS	Q6_1	992
842	LAPIGE	Q6_1	993
843	NI-CDAATOO	Q6_1	994
844	DMGC	Q6_1	995
845	PEENE	Q6_1	996
846	FUULVIT	Q6_1	997
847	DMEBL	Q6_1	998
848	SMALL-SUN	Q6_1	999
849	比克	Q6_1	1000
850	八方动力	Q6_1	1001
851	迈思路	Q6_1	1002
852	劲王	Q6_1	1003
853	派利得	Q6_1	1004
854	天火	Q6_1	1005
855	大笨钟	Q6_1	1006
856	金刚	Q6_1	1007
857	倍量	Q6_1	1008
858	驰源	Q6_1	1009
859	新世纪	Q6_1	1010
860	新乐	Q6_1	1011
861	蓝盾	Q6_1	1012
862	KLT快灵通	Q6_1	1013
863	佳乐	Q6_1	1014
864	立邦	Q6_1	1015
865	落武者	Q6_1	1016
866	迪路仕	Q6_1	1017
867	捷安特	Q6_1	1018
868	国林	Q6_1	1019
869	三益	Q6_1	1020
870	金慧创源	Q6_1	1021
871	皇宝	Q6_1	1022
872	万胜	Q6_1	1023
873	先科	Q6_1	1024
874	海洋王	Q6_1	1025
875	KCM	Q6_1	1026
876	蓝京	Q6_1	1027
877	佳格	Q6_1	1028
878	伊克斯	Q6_1	1029
879	诺森德	Q6_1	1030
880	名创优品	Q6_1	1031
881	火明珠	Q6_1	1032
882	沃尔森	Q6_1	1033
883	新霓王	Q6_1	1034
884	爱国者	Q6_1	1035
885	楠松	Q6_1	1036
886	星战士	Q6_1	1037
887	迪高	Q6_1	1038
888	夜驴骑	Q6_1	1039
890	丰南	Q6_1	1040
891	合力	Q6_1	1041
892	雷施	Q6_1	1042
893	星宝	Q6_1	1043
894	虎王	Q6_1	1044
895	威量	Q6_1	1045
896	科隆	Q6_1	1046
897	骆驼	Q6_1	1047
898	狮王	Q6_1	1048
899	百烽	Q6_1	1049
900	伊诺娃	Q6_1	1050
901	万象	Q6_1	1051
902	泰格信	Q6_1	1052
903	永字	Q6_1	1053
904	小星星	Q6_1	1054
905	富士	Q6_1	1055
906	力亚王	Q6_1	1056
907	德力	Q6_1	1057
908	遥明	Q6_1	1058
909	国际	Q6_1	1059
910	优配	Q6_1	1060
911	雷激光	Q6_1	1061
912	卡罗莱德	Q6_1	1062
913	小太阳	Q6_1	1063
914	德安达	Q6_1	1064
915	新光	Q6_1	1065
916	高巨能	Q6_1	1066
917	探露	Q6_1	1067
918	三菱	Q6_1	1068
919	众合	Q6_1	1069
920	华创	Q6_1	1070
921	泰量	Q6_1	1071
922	光伏	Q6_1	1072
923	百仕通	Q6_1	1073
924	南方	Q6_1	1074
925	华运	Q6_1	1075
926	锐豹	Q6_1	1076
927	固德	Q6_1	1077
928	绿亮	Q6_1	1078
929	SULISON POWER	Q6_1	1079
930	YELVAL	Q6_1	1080
931	UITROFLRC	Q6_1	1081
932	LDMLIFE	Q6_1	1082
933	UITNFINE	Q6_1	1083
934	EHBMT	Q6_1	1084
935	BGOLD	Q6_1	1085
936	SH	Q6_1	1086
937	GREENERGY	Q6_1	1087
938	FOXFIRE	Q6_1	1088
939	BAILONG	Q6_1	1089
940	FIFAPOWER	Q6_1	1090
941	CARRIER	Q6_1	1091
942	PANACELL	Q6_1	1092
943	UITROFITE	Q6_1	1093
944	EHBMT	Q6_1	1094
945	LIITROFITE	Q6_1	1095
946	GUOLIN	Q6_1	1096
947	BPI	Q6_1	1097
948	GUOLIN	Q6_1	1098
949	VIARSUN	Q6_1	1099
950	DARAMETER	Q6_1	1100
951	PENENSAMING	Q6_1	1101
952	CABLPONDA	Q6_1	1102
953	BCELL	Q6_1	1103
954	ROYAL PLUS	Q6_1	1104
955	LC	Q6_1	1105
956	KEA	Q6_1	1106
957	GAOLIN	Q6_1	1107
958	LARVE	Q6_1	1108
959	MIMAX	Q6_1	1109
960	HENGGUORZ	Q6_1	1110
961	FARER	Q6_1	1111
962	KNGKCNG	Q6_1	1112
963	TONYILL	Q6_1	1113
964	HUAQIU	Q6_1	1114
965	LATT	Q6_1	1115
966	STARMC	Q6_1	1116
967	GUANGDIAN	Q6_1	1117
968	XINKEBA	Q6_1	1118
969	AHING	Q6_1	1119
970	LP	Q6_1	1120
971	U.F	Q6_1	1121
972	PALLGHT	Q6_1	1122
973	BRC	Q6_1	1123
974	YANG	Q6_1	1124
975	JP300	Q6_1	1125
976	KENDID	Q6_1	1126
977	LARLE	Q6_1	1127
978	MCLNLOSH	Q6_1	1128
979	BPW	Q6_1	1129
980	DBAGONHAWK	Q6_1	1130
981	EVERDURA	Q6_1	1131
982	CEL	Q6_1	1132
983	能量N次方	Q6_1	1133
1	碱性电池	Q7_1	1134
2	碳性电池	Q7_1	1135
3	5号/7号充电电池	Q7_1	1136
4	18650充电电池	Q7_1	1137
1	几乎每天都在使用	S1	
2	每周至少使用1次或以上	S1	
3	每月至少使用1次或以上	S1	
4	每个季度至少使用1或以上	S1	
5	每年至少使用1次或以上	S1	
6	1年都未使用过	S1	
1	从未更换过	S2	
2	一年内未更换	S2	
3	一年更换1次	S2	
4	一年更换2次	S2	
5	一年更换3次	S2	
6	一年更换4次	S2	
7	一年更换5次	S2	
8	一年更换6次及以上	S2	
1	是	S3	
2	否	S3	
183	窗帘遥控器	Q1	
184	灯具遥控器	Q1	
185	空气净化器遥控器	Q1	
186	保险柜的密码锁	Q1	
187	助动车/电瓶车钥匙	Q1	
188	地锁	Q1	
189	体脂秤	Q1	
190	计步器	Q1	
191	智能可穿戴设备(如手环)	Q1	
192	心脏起搏器	Q1	
193	成人情趣用品	Q1	
194	吸奶器	Q1	
195	电脑主板	Q1	
196	记忆卡	Q1	
197	自拍杆	Q1	
198	遥控玩具的遥控器	Q1	
199	非遥控类电动玩具	Q1	
200	供宠物使用的电子设备	Q1	
201	可供儿童驾驶的电动车	Q1	
202	汽车防盗钥匙	Q1	
999	其它设备	Q1	
984	至力/至力音悦/ZENIPOWER	Q6_1	
985	瑞士/ RENATA	Q6_1	
986	Sunwatt	Q6_1	
987	星威/PALO	Q6_1	
988	三圈/霸道/三圈霸道	Q6_1	
5	纽扣电池	Q7_1	
1	增多	A1	
2	相同	A1	
3	减少	A1	
4	两年均未使用	A1	
1	有	C1	
2	没有	C1	
1	Aigo/爱国者	C3_1	
2	DAIRNIM/黛尔尼曼	C3_1	
3	HANDIC/汉尼	C3_1	
4	MIUI/小米	C3_1	
5	Pisen/品胜	C3_1	
6	ROMOSS/罗马仕	C3_1	
7	Scud/飞毛腿	C3_1	
8	solove	C3_1	
9	Xiaopad/小派	C3_1	
10	YOOBAO/羽博	C3_1	
11	第一卫	C3_1	
12	歌奈	C3_1	
13	科智	C3_1	
14	南孚	C3_1	
15	索扬	C3_1	
16	炫美科	C3_1	
999	其它移动电源	C3_1	
1	<=3000毫安	C3_2	
2	3001毫安-5000毫安	C3_2	
3	5001毫安-8000毫安	C3_2	
4	8001毫安-10000毫安	C3_2	
5	10001毫安-13000毫安	C3_2	
6	13001毫安-16000毫安	C3_2	
7	16001毫安-20000毫安	C3_2	
8	>20000毫安	C3_2	
99	不记得	C3_2	
1	手机	C4b	
2	平板电脑	C4b	
999	其它电器	C4b	
1	Anker	C7_1	
2	Apple/苹果	C7_1	
3	ASZUNE/艾苏恩	C7_1	
4	BIAZE	C7_1	
5	Green Connection/绿联	C7_1	
6	Huawei/华为	C7_1	
7	Meizu/魅族	C7_1	
8	MIUI/小米	C7_1	
9	omnetica	C7_1	
10	OPPO	C7_1	
11	Pisen/品胜	C7_1	
12	ROMOSS/罗马仕	C7_1	
13	Samsung/三星	C7_1	
14	TORRAS/图拉斯	C7_1	
15	vivo	C7_1	
16	YOOBAO/羽博	C7_1	
17	BULL/公牛	C7_1	
18	HSC/英才星	C7_1	
19	HYUNDAI/现代	C7_1	
20	IFOUND/方正科技	C7_1	
21	LiBos/锂博士	C7_1	
22	MIUI/小米	C7_1	
23	Newsmy/纽曼	C7_1	
24	PHILIPS/飞利浦	C7_1	
25	Pisen/品胜	C7_1	
26	SAST/先科	C7_1	
27	Scud/飞毛腿	C7_1	
28	Solam/索浪	C7_1	
29	TORRAS/图拉斯	C7_1	
30	小能人(soulor)	C7_1	
31	沿途	C7_1	
999	其它充电头	C7_1	
203	洗眼镜仪	Q1	
989	旭日	Q6_1	
991	松茂	Q6_1	
992	尼桑	Q6_1	
993	梭索	Q6_1	
17	邦邦尼	C3_1	
18	罗马仕	C3_1	
19	华为	C3_1	
20	东兴	C3_1	
21	夏新	C3_1	
22	听梦	C3_1	
23	金威澎	C3_1	
24	金力龙	C3_1	
25	羽博	C3_1	
26	苹果	C3_1	
27	我的未来	C3_1	
28	VIVO	C3_1	
29	飞雪倩儿	C3_1	
30	OPPO	C3_1	
31	三星	C3_1	
32	魅族	C3_1	
33	步步高	C3_1	
34	SKG	C3_1	
35	酷派	C3_1	
36	飞利浦	C3_1	
37	联想	C3_1	
38	品能	C3_1	
32	步步高	C7_1	
33	先锋	C7_1	
34	天翼	C7_1	
35	酷派	C7_1	
36	天语	C7_1	
37	联想	C7_1	
38	索尼	C7_1	
39	海尔	C7_1	
40	金立	C7_1	
41	360	C7_1	
204	体感游戏机	Q1	
205	儿童纽纽车	Q1	
206	电动卷闸门	Q1	
207	工艺品	Q1	
208	足疗仪遥控器	Q1	
209	儿童照相机	Q1	
210	门禁	Q1	
211	摇摆机	Q1	
212	小花灯	Q1	
213	集钱罐	Q1	
214	磨脚器	Q1	
215	智能马桶摇控	Q1	
216	便携式数码音箱	Q1	
217	熊氏隆压健心仪	Q1	
218	健身器遥控器	Q1	
219	电子烟	Q1	
220	手柄	Q1	
221	胸花	Q1	
222	脚踏机	Q1	
223	投影仪遥控器	Q1	
224	盒子遥控器	Q1	
225	小米盒子	Q1	
226	天猫盒遥控器	Q1	
227	电动车喇叭	Q1	
228	录音机	Q1	
229	扫地机遥控器	Q1	
230	荧光棒	Q1	
231	防近视笔	Q1	
232	宽带电视遥控器	Q1	
233	转换器	Q1	
234	推剪器	Q1	
235	手表	Q1	
994	赛福	Q6_1	
995	嘉尚	Q6_1	
996	星恒霸	Q6_1	
997	效鹿	Q6_1	
998	东克	Q6_1	
999	不知道品牌/未知品牌	Q6_1	
1000	摩托罗拉	Q6_1	
1001	小米	Q6_1	
1002	齐心	Q6_1	
1003	雅迪	Q6_1	
1004	小雨点	Q6_1	
1005	双冠	Q6_1	
1006	昱鑫	Q6_1	
1007	劲霞	Q6_1	
1008	永孚	Q6_1	
1009	天珠	Q6_1	
1010	亿晓	Q6_1	
1011	金鹿	Q6_1	
1012	艾乐	Q6_1	
1013	如意鸟	Q6_1	
1014	兔小贝	Q6_1	
1015	统一劲雷	Q6_1	
1016	欧晟威	Q6_1	
1018	倍星	Q6_1	
1019	马其源	Q6_1	
1020	比雅迪	Q6_1	
1021	盛能达	Q6_1	
1022	松能	Q6_1	
1023	安耐	Q6_1	
1024	金马	Q6_1	
1025	备亮	Q6_1	
1026	恒运	Q6_1	
1027	星系源	Q6_1	
1028	璀璨时代	Q6_1	
1029	荣事达	Q6_1	
1030	万事通	Q6_1	
1031	银泰	Q6_1	
1032	爵爷	Q6_1	
1033	松柏	Q6_1	
1034	上海	Q6_1	
1035	浙派	Q6_1	
1036	蜜迪	Q6_1	
1037	方太	Q6_1	
1038	王永	Q6_1	
1039	松厦	Q6_1	
1040	祖玛	Q6_1	
1041	博朗	Q6_1	
1042	南科	Q6_1	
1043	金鹏	Q6_1	
1044	诺基亚	Q6_1	
1045	巨泰	Q6_1	
1046	镭欧	Q6_1	
1047	神州	Q6_1	
1048	长西欧	Q6_1	
1049	金装	Q6_1	
1050	源乐堡	Q6_1	
1051	乐克	Q6_1	
1052	洪钟动力伙伴	Q6_1	
1053	和谐电	Q6_1	
1054	能量	Q6_1	
1055	史密斯	Q6_1	
1056	双童	Q6_1	
1057	欧尚	Q6_1	
1058	浩博	Q6_1	
1059	金钱豹	Q6_1	
1060	讯硕	Q6_1	
1061	德安	Q6_1	
1062	好智慧	Q6_1	
1063	共田	Q6_1	
1064	甬宏仁	Q6_1	
1065	微笑鲨	Q6_1	
1066	力博龙	Q6_1	
1067	金碧	Q6_1	
1068	博尔	Q6_1	
1069	DAIIY-MAX	Q6_1	
1070	EXPRESOL	Q6_1	
1071	HenliMax	Q6_1	
1072	IFIRE	Q6_1	
1073	KENDCL	Q6_1	
1074	LVCELL	Q6_1	
1075	MD	Q6_1	
1076	Pensamig	Q6_1	
1077	PUREPOWER	Q6_1	
1078	SONG	Q6_1	
1079	TOPLY	Q6_1	
1080	TRANSMITT	Q6_1	
1081	柏高	Q6_1	
1082	宾得	Q6_1	
1083	超创	Q6_1	
1084	丰力	Q6_1	
1085	凤凰-菲尼克斯	Q6_1	
1086	福中福	Q6_1	
1087	DOSDV	Q6_1	
1088	XINKCDAXRD	Q6_1	
1089	高能	Q6_1	
1090	宏威	Q6_1	
1091	华策	Q6_1	
1092	汇丰	Q6_1	
1093	佳盈	Q6_1	
1094	金华一号	Q6_1	
1095	雷欧	Q6_1	
1096	力兴	Q6_1	
1097	力源	Q6_1	
1098	利嘉能	Q6_1	
1099	纽捷	Q6_1	
1100	赛普	Q6_1	
1101	尚龙	Q6_1	
1102	胜利	Q6_1	
1103	视贝	Q6_1	
1104	四叶花	Q6_1	
1105	索达	Q6_1	
1106	特雷克	Q6_1	
1107	天诚巨能	Q6_1	
1108	新力	Q6_1	
1109	DEWPA	Q6_1	
1110	耀安	Q6_1	
1111	有品	Q6_1	
1112	云麦	Q6_1	
1113	中盛	Q6_1	
1114	卓能	Q6_1	
1115	KTS	Q6_1	
1116	POCCHR6ATAPEH	Q6_1	
1117	ENELASTING	Q6_1	
1118	NOLTS	Q6_1	
1119	GPEXTRAHEANYDUTY	Q6_1	
1120	THUMBCEUS	Q6_1	
1121	KUNGFU	Q6_1	
1122	AOW	Q6_1	
1123	XN-FJ	Q6_1	
1124	PLOUGE	Q6_1	
1125	A DJY	Q6_1	
1126	SILVER	Q6_1	
1127	HTHLUMB	Q6_1	
1128	FENYEEECH	Q6_1	
1129	GREENSTOR	Q6_1	
1130	FS	Q6_1	
1131	INJUSTNINL	Q6_1	
1132	AIKALINE BATTERY	Q6_1	
1133	ALKALISK	Q6_1	
1134	XHICR	Q6_1	
1135	TIKO	Q6_1	
1136	SP	Q6_1	
1137	POEAC	Q6_1	
1138	DVRALELL	Q6_1	
1139	LYM	Q6_1	
1140	SPEEDWAY	Q6_1	
1141	GIRTTY	Q6_1	
1142	HHTC	Q6_1	
1143	JIAI	Q6_1	
1144	GDCECL	Q6_1	
1145	INIUSTRIAL	Q6_1	
1146	RAIDEER	Q6_1	
1147	MAX	Q6_1	
1148	INIUSTOL	Q6_1	
1149	FETTYETECFT	Q6_1	
1150	TRAIN	Q6_1	
1151	BLGTZ	Q6_1	
1152	MIUCELL	Q6_1	
1153	GPILITYA	Q6_1	
1154	DRAGONHAWK	Q6_1	
1155	NL	Q6_1	
1156	YU DONG	Q6_1	
1157	RHRILIPS	Q6_1	
1158	VOLTS	Q6_1	
1159	ELONGKL	Q6_1	
1160	LKV	Q6_1	
1161	LKT	Q6_1	
1162	LECJON	Q6_1	
1163	SONAXZHENGHONG	Q6_1	
1164	HENGNA	Q6_1	
1165	ANLOOK	Q6_1	
1166	DICOOL	Q6_1	
1167	LIGHTING EXPERTS	Q6_1	
1168	SWATCH	Q6_1	
1169	PERFORMER	Q6_1	
1170	LYE	Q6_1	
1171	NAFO	Q6_1	
1172	MASTANG	Q6_1	
1173	DGCX	Q6_1	
1174	LESSON	Q6_1	
1175	NEWSU	Q6_1	
1176	PGS	Q6_1	
1177	NANKE	Q6_1	
1178	MERCURYCELL	Q6_1	
1179	UZTVAFIVE	Q6_1	
1180	PANRSONI	Q6_1	
1181	MYLCELL	Q6_1	
1182	TEBEST	Q6_1	
1183	DBHGON	Q6_1	
1184	SANJICHA	Q6_1	
1185	ALARM	Q6_1	
1186	QLNI-CD	Q6_1	
1187	AX	Q6_1	
1188	PICOC	Q6_1	
1189	LPOWER	Q6_1	
1190	CAMELCROWN	Q6_1	
1191	PCX	Q6_1	
1192	EVROFORCE	Q6_1	
1193	THIVMBATTERY	Q6_1	
1194	FENYETECH	Q6_1	
1195	EDBKA	Q6_1	
1196	AUGE	Q6_1	
1197	DEANON	Q6_1	
1198	ATIVE	Q6_1	
1199	EXLNI-MH	Q6_1	
1200	TOYSQUS	Q6_1	
1201	AXTS	Q6_1	
1202	ZHPOWER ALKALINE	Q6_1	
1203	LGX	Q6_1	
1204	KDYBATTERY	Q6_1	
1205	BSM	Q6_1	
1206	SGNA	Q6_1	
1207	GPULP	Q6_1	
1208	HUANCD	Q6_1	
1209	DT	Q6_1	
1210	HUAYUN	Q6_1	
1211	PDLARGE	Q6_1	
1212	GFL	Q6_1	
1213	飚王	Q6_1	
9	未知	Q7_1	
9	未知	Q3	
39	新丰	C3_1	
40	清华同方	C3_1	
41	紫光电子	C3_1	
42	安搏源	C3_1	
43	魅蓝	C3_1	
44	TCL	C3_1	
45	乐视	C3_1	
46	纽曼	C3_1	
47	索尼	C3_1	
48	卡儿酷	C3_1	
49	爱去	C3_1	
50	摩闪	C3_1	
51	润电	C3_1	
52	美的	C3_1	
53	万洲	C3_1	
54	凌力	C3_1	
55	万宝龙	C3_1	
56	SINBXJ	C3_1	
57	博立通	C3_1	
58	卡格尔	C3_1	
59	华星	C3_1	
60	宝嘉	C3_1	
61	自营	C3_1	
62	羽欣	C3_1	
63	锐族	C3_1	
64	诺迪亚	C3_1	
65	比阳	C3_1	
66	乐客 LEAKE	C3_1	
67	华美	C3_1	
68	360	C3_1	
69	普格尔	C3_1	
70	松下	C3_1	
71	爱特	C3_1	
72	ITHINK	C3_1	
73	苏那	C3_1	
74	首信	C3_1	
75	尚浮	C3_1	
76	小恶魔	C3_1	
77	HTC	C3_1	
78	幸福有约	C3_1	
79	雷克	C3_1	
80	恒昌元	C3_1	
81	凯撒	C3_1	
82	元姆	C3_1	
83	米辰	C3_1	
84	七干猫	C3_1	
85	锤子	C3_1	
86	博能	C3_1	
87	节仕得	C3_1	
88	移动	C3_1	
89	金立	C3_1	
90	海信	C3_1	
91	诺基亚	C3_1	
92	名创优品MINISO	C3_1	
93	海陆通	C3_1	
94	天棱	C3_1	
95	欧派	C3_1	
96	吸引力	C3_1	
97	安利	C3_1	
98	倍斯特	C3_1	
99	不知道品牌/未知品牌	C3_1	
100	夏元	C3_1	
101	宜家IKEA	C3_1	
102	得力	C3_1	
103	高尔夫	C3_1	
104	电库	C3_1	
105	飞扬	C3_1	
106	源动力	C3_1	
107	中兴	C3_1	
108	易充	C3_1	
109	蓝冰BLUEICE	C3_1	
110	电小二	C3_1	
111	力杰 CENDA	C3_1	
112	张小盒	C3_1	
113	希迪	C3_1	
114	中豪	C3_1	
115	机器猫	C3_1	
116	佳佳通	C3_1	
117	神行者	C3_1	
118	三洋	C3_1	
119	乐友	C3_1	
120	摩硕	C3_1	
121	旌星	C3_1	
122	忆捷	C3_1	
123	绿色动力	C3_1	
124	黑鱼	C3_1	
125	新科达	C3_1	
126	迪比科	C3_1	
127	佳思通	C3_1	
128	红飞	C3_1	
129	长泽龙猫	C3_1	
130	银龙	C3_1	
131	长景远	C3_1	
132	电霸	C3_1	
133	锦鑫	C3_1	
134	迈科锂电	C3_1	
135	宇核	C3_1	
136	罕马	C3_1	
137	台电科技	C3_1	
138	半岛铁盒	C3_1	
139	山水	C3_1	
140	奥帝	C3_1	
141	实创	C3_1	
142	天语	C3_1	
143	圣海斯	C3_1	
144	糖果	C3_1	
145	潘多拉盒	C3_1	
146	先科	C3_1	
147	素乐	C3_1	
148	万德龙	C3_1	
149	PM325	C3_1	
150	私人订制	C3_1	
151	乐存	C3_1	
152	爱迪达	C3_1	
153	卡瑞登	C3_1	
154	宾创	C3_1	
155	路占通	C3_1	
156	福斯特	C3_1	
157	长虹	C3_1	
158	正能量	C3_1	
159	努比亚	C3_1	
160	强中王	C3_1	
161	招商快车	C3_1	
162	创造者	C3_1	
163	迪比亚	C3_1	
164	源小	C3_1	
165	沃派	C3_1	
166	万利宝	C3_1	
167	大神	C3_1	
168	一加	C3_1	
169	万能	C3_1	
170	和迈	C3_1	
171	魅力	C3_1	
172	承电	C3_1	
173	科创美	C3_1	
174	飞驰	C3_1	
175	魔睿	C3_1	
176	乔巴特	C3_1	
177	亿品源	C3_1	
178	桑达	C3_1	
179	爱力科	C3_1	
180	漫语	C3_1	
181	火种	C3_1	
182	影视龙	C3_1	
183	豹牌	C3_1	
184	格绿能	C3_1	
185	欧瑞特	C3_1	
186	施华蔻	C3_1	
187	羽柏莱	C3_1	
188	贝灵	C3_1	
189	欧意	C3_1	
190	劲能	C3_1	
191	备电	C3_1	
192	超牌	C3_1	
193	康鸥	C3_1	
194	HAME	C3_1	
196	绿钻	C3_1	
197	朵维	C3_1	
198	MOCIOM	C3_1	
199	NETAC	C3_1	
200	VEME	C3_1	
201	QVESTER	C3_1	
202	七千猫	C3_1	
203	天翼	C3_1	
204	CHARM	C3_1	
205	PIVOFUL	C3_1	
206	黄金叶	C3_1	
207	POWERBANK	C3_1	
208	MEIYI	C3_1	
209	CANON	C3_1	
210	果果	C3_1	
211	PINENL	C3_1	
212	VIKEN	C3_1	
214	MOVE	C3_1	
215	CEFC.ROHS	C3_1	
216	琥珀	C3_1	
217	乔威	C3_1	
218	XURUI	C3_1	
219	风速	C3_1	
220	学宝	C3_1	
222	ARUN	C3_1	
223	金威	C3_1	
224	CAPACITY MADEIMCHINAWSL	C3_1	
225	LI-ION	C3_1	
226	OWOPOW	C3_1	
227	好格	C3_1	
228	锋芒	C3_1	
229	豪格	C3_1	
230	蓝盾	C3_1	
231	薇莱	C3_1	
232	23度	C3_1	
233	POWERAANIK	C3_1	
234	BESITER	C3_1	
235	摩托罗拉	C3_1	
236	GP	C3_1	
237	IWALK	C3_1	
238	CAPACITY	C3_1	
239	BALENTE	C3_1	
240	REMRX	C3_1	
241	江苏米米电子科技	C3_1	
243	艾沃	C3_1	
244	北斗青葱	C3_1	
245	ZOWAY	C3_1	
246	西诺	C3_1	
247	迈能	C3_1	
248	美图	C3_1	
249	伊奥思	C3_1	
250	艾优尼	C3_1	
251	PNY	C3_1	
252	MOYOU	C3_1	
253	BIAZE	C3_1	
254	斯丹德	C3_1	
255	NKER	C3_1	
256	LEPON	C3_1	
257	FOVR WHTCH	C3_1	
258	ZMI	C3_1	
259	POWER BANK	C3_1	
260	普乐	C3_1	
261	ZLS	C3_1	
262	索爱	C3_1	
264	APOKIN	C3_1	
265	华硕	C3_1	
266	华商国际	C3_1	
267	无印良品	C3_1	
268	帝能	C3_1	
269	HTC	C3_1	
270	EUVENO	C3_1	
271	哆啦A梦	C3_1	
272	亿觅	C3_1	
273	ABS	C3_1	
274	苏泊尔	C3_1	
275	昂达	C3_1	
276	GOKL	C3_1	
277	CLOUD POWER	C3_1	
278	EYU	C3_1	
279	嘉酷尔	C3_1	
280	方正科技	C3_1	
281	酷化魔方	C3_1	
282	XIXNTO	C3_1	
283	小客	C3_1	
284	XENIO	C3_1	
285	AILAQL	C3_1	
286	新科	C3_1	
287	PINENG	C3_1	
288	BASEUS	C3_1	
289	蓝谱	C3_1	
290	MR.BOX	C3_1	
291	乐泡 POKI	C3_1	
292	KONTA	C3_1	
293	EMIE	C3_1	
294	SUO YANG	C3_1	
295	KQP	C3_1	
296	UNLTD	C3_1	
297	HOCO	C3_1	
298	SUNDA	C3_1	
299	ROME	C3_1	
300	YOYOSO	C3_1	
301	POWER CASE	C3_1	
302	YOOPRO	C3_1	
303	MAKDAK	C3_1	
304	DAYSHOW	C3_1	
305	SSK	C3_1	
306	RAINBOW DREAM	C3_1	
307	THERMO FISHER	C3_1	
308	MAXTRUST	C3_1	
309	MILI	C3_1	
310	JWD	C3_1	
311	MOGHUO	C3_1	
312	EIAOSI	C3_1	
313	WOLAND	C3_1	
314	RGKNSE	C3_1	
315	酷博睿	C3_1	
316	MEGA KING	C3_1	
317	MODEL	C3_1	
318	LOOMOO	C3_1	
319	MOOO	C3_1	
320	POCKETCELL	C3_1	
321	SAGA	C3_1	
322	罗凡	C3_1	
323	炬腾	C3_1	
324	国威	C3_1	
325	VIBE	C3_1	
326	ORICO	C3_1	
327	SOWUO	C3_1	
328	GJT	C3_1	
329	SEEDOO	C3_1	
330	恒运	C3_1	
331	BMW	C3_1	
332	UTOO	C3_1	
333	JOUAY	C3_1	
334	RECCI	C3_1	
335	LEGEND	C3_1	
336	日久	C3_1	
337	MKATE	C3_1	
338	铁达信 TDX	C3_1	
340	BAOLA	C3_1	
341	OHE	C3_1	
342	KOPO	C3_1	
343	POERDON	C3_1	
344	JOWAY	C3_1	
345	古曼	C3_1	
346	BALSHITE	C3_1	
347	翼通	C3_1	
348	洛克	C3_1	
349	JS	C3_1	
350	TAKEFANS	C3_1	
351	PINENC	C3_1	
352	MIEIVC	C3_1	
353	纽能	C3_1	
354	讯能	C3_1	
355	星系源	C3_1	
356	AIVOVI	C3_1	
357	E.MACHT	C3_1	
358	IPOWER	C3_1	
3	MP3	C4b	
4	小电扇	C4b	
5	充电宝	C4b	
6	台灯	C4b	
7	收录机	C4b	
8	数码相机	C4b	
9	摄像机	C4b	
10	电动剃须刀	C4b	
11	电动牙刷	C4b	
12	电视盒子	C4b	
13	电子狗	C4b	
14	电子辞典	C4b	
15	电话手表	C4b	
16	导航	C4b	
17	播放器	C4b	
18	录音笔	C4b	
19	手表	C4b	
20	学习机	C4b	
21	车载冰箱	C4b	
22	行车记录仪	C4b	
23	数字数码播放机	C4b	
24	理发器	C4b	
25	扩音器	C4b	
26	LED手电筒	C4b	
27	点读笔	C4b	
28	吸奶器	C4b	
29	早教机	C4b	
30	录音玩具	C4b	
31	运动耳机	C4b	
32	自拍杆	C4b	
33	故事机	C4b	
34	喷雾机	C4b	
35	按摩器	C4b	
36	电子书	C4b	
42	兰魔	C7_1	
43	江中老年机	C7_1	
